,movie_id,movie_id,final_prediction
1662,27504477,27504477,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1663,27548546,27548546,1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0
1664,28785785,28785785,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1665,30018697,30018697,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1666,31562207,31562207,1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
1667,33597212,33597212,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1668,34031098,34031098,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1669,36465188,36465188,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
1670,193854,193854,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1671,703687,703687,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1672,886698,886698,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1673,3112558,3112558,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1674,3733842,3733842,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1675,4442904,4442904,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1676,4541280,4541280,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1677,5348774,5348774,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1678,5454380,5454380,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1679,6179031,6179031,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1680,7489472,7489472,1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
1681,7788006,7788006,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1682,8355938,8355938,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1683,9685347,9685347,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1684,9893014,9893014,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1685,10387789,10387789,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1686,10555927,10555927,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1687,12973724,12973724,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1688,15842654,15842654,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1689,15930358,15930358,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1690,16781552,16781552,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1691,16826347,16826347,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1692,18002657,18002657,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1693,19062669,19062669,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1694,21112250,21112250,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1695,21436715,21436715,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1696,22275512,22275512,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1697,23688847,23688847,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1698,24665719,24665719,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1699,26039161,26039161,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1700,30350954,30350954,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1701,31941863,31941863,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1702,35754303,35754303,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1703,4730,4730,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1704,443011,443011,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1705,790670,790670,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1706,978631,978631,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1707,1074253,1074253,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1708,2116395,2116395,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1709,2641743,2641743,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1710,2839369,2839369,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1711,3237559,3237559,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1712,3679052,3679052,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1713,3926453,3926453,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1714,3946917,3946917,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1715,3963744,3963744,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1716,4300597,4300597,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1717,6057810,6057810,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1718,6515729,6515729,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1719,7145079,7145079,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1720,7190451,7190451,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1721,7443928,7443928,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1722,7515465,7515465,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1723,8688768,8688768,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1724,8743877,8743877,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1725,9473825,9473825,1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0
1726,10466367,10466367,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1727,10801856,10801856,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1728,10891106,10891106,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1729,10987841,10987841,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1730,12163624,12163624,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1731,15791592,15791592,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1732,16089447,16089447,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1733,16247804,16247804,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1734,17182535,17182535,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1735,17344142,17344142,1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0
1736,18570812,18570812,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1737,19418467,19418467,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1738,19958848,19958848,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1739,20600011,20600011,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1740,22375764,22375764,1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0
1741,23927995,23927995,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1742,24236812,24236812,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1743,24733835,24733835,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1744,25593267,25593267,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1745,26069230,26069230,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1746,26392265,26392265,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1747,29007213,29007213,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1748,29294207,29294207,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1749,29728646,29728646,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1750,31427846,31427846,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1751,31686339,31686339,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1752,31741575,31741575,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1753,32871914,32871914,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1754,32874019,32874019,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1755,384045,384045,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1756,684515,684515,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1757,936651,936651,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1758,1048388,1048388,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1759,1507235,1507235,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1760,1664884,1664884,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1761,3656559,3656559,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1762,5375637,5375637,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1763,5560792,5560792,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1764,5576724,5576724,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1765,7200877,7200877,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1766,9001270,9001270,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1767,9545952,9545952,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1768,9875325,9875325,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1769,9985510,9985510,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1770,10030316,10030316,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1771,10792112,10792112,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1772,11227335,11227335,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1773,11545338,11545338,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1774,12101704,12101704,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1775,12204434,12204434,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1776,12677130,12677130,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1777,13018737,13018737,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1778,13938100,13938100,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1779,14261075,14261075,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1780,14509075,14509075,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1781,18983347,18983347,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1782,19014915,19014915,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1783,19366458,19366458,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1784,22641776,22641776,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1785,24542564,24542564,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1786,30319579,30319579,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1787,31527015,31527015,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1788,32639774,32639774,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1789,32669119,32669119,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1790,34953659,34953659,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1791,73937,73937,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1792,874208,874208,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1793,908108,908108,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1794,2363621,2363621,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1795,2411357,2411357,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1796,2476317,2476317,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1797,2482322,2482322,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1798,3562033,3562033,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1799,4265347,4265347,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1800,4311750,4311750,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1801,4347027,4347027,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1802,4419761,4419761,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1803,4498688,4498688,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1804,4969123,4969123,1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
1805,5082034,5082034,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1806,5134079,5134079,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1807,5430789,5430789,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1808,6575053,6575053,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1809,6590245,6590245,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1810,7585324,7585324,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1811,7845053,7845053,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1812,8441185,8441185,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1813,9089380,9089380,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1814,9952965,9952965,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1815,10997623,10997623,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1816,13572405,13572405,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1817,14965069,14965069,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1818,15204633,15204633,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1819,17228730,17228730,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1820,18691178,18691178,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1821,20332464,20332464,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1822,21275560,21275560,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1823,22876558,22876558,1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1824,24104583,24104583,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1825,25829151,25829151,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1826,26178713,26178713,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1827,27890625,27890625,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1828,28034213,28034213,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1829,28238240,28238240,1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0
1830,28997861,28997861,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1831,29129012,29129012,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1832,32199706,32199706,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1833,33038027,33038027,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1834,33589714,33589714,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1835,34972884,34972884,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1836,36329561,36329561,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1837,66870,66870,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1838,146908,146908,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1839,384990,384990,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1840,901563,901563,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1841,1042090,1042090,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1842,1160958,1160958,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1843,1370930,1370930,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1844,2554065,2554065,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1845,3030953,3030953,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1846,3881551,3881551,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1847,4486246,4486246,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1848,6735527,6735527,1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0
1849,7642474,7642474,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
1850,8039067,8039067,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1851,8451541,8451541,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1852,9149498,9149498,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1853,9326561,9326561,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1854,10125507,10125507,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1855,10995901,10995901,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1856,11335489,11335489,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1857,12595448,12595448,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1858,15094763,15094763,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1859,15559251,15559251,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1860,16586081,16586081,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1861,16690320,16690320,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1862,17484937,17484937,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1863,17953532,17953532,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1864,17975732,17975732,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1865,18724599,18724599,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1866,19998244,19998244,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1867,20193934,20193934,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1868,20333594,20333594,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1869,20581383,20581383,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1870,20638510,20638510,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1871,20699250,20699250,1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0
1872,21219505,21219505,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1873,21922602,21922602,1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
1874,23276045,23276045,1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0
1875,24355152,24355152,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1876,26112363,26112363,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1877,27365249,27365249,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1878,29181369,29181369,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1879,33477692,33477692,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1880,36372501,36372501,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1881,616554,616554,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1882,2294895,2294895,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1883,2773890,2773890,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1884,3699931,3699931,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1885,3747264,3747264,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1886,4176100,4176100,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1887,5456952,5456952,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1888,6417790,6417790,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1889,7158428,7158428,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1890,7213392,7213392,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1891,7601868,7601868,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1892,8323564,8323564,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1893,9110442,9110442,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1894,9779574,9779574,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1895,10691372,10691372,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1896,11121169,11121169,0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0
1897,11958595,11958595,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1898,12287154,12287154,1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0
1899,17369456,17369456,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1900,18001712,18001712,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1901,18405563,18405563,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1902,18849333,18849333,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1903,18978038,18978038,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1904,19612707,19612707,1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0
1905,20479983,20479983,1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
1906,22085818,22085818,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1907,23367787,23367787,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1908,24077910,24077910,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1909,24282011,24282011,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1910,25989167,25989167,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1911,26723753,26723753,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1912,27286055,27286055,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1913,27567823,27567823,1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0
1914,27669486,27669486,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1915,27869241,27869241,0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0
1916,29775171,29775171,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1917,31052739,31052739,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1918,31365664,31365664,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1919,31913252,31913252,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1920,32083680,32083680,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1921,32862650,32862650,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1922,33550225,33550225,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1923,33782073,33782073,1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1924,35030681,35030681,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1925,35306910,35306910,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1926,35912502,35912502,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1927,1524596,1524596,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1928,1582009,1582009,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1929,1853636,1853636,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1930,2006189,2006189,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1931,2020181,2020181,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0
1932,2111519,2111519,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1933,3229227,3229227,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1934,3520805,3520805,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1935,3811830,3811830,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
